location,skill,count
"Alhambra, CA",marketing,3
"Alhambra, CA",other,14
"Alhambra, CA",production,1
"Alhambra, CA",project management,2
"Alhambra, CA",public relations,1
"Alhambra, CA",research,3
"Alhambra, CA",sales,4
"Alhambra, CA",science,3
"Alhambra, CA",training,12
"Alice, TX",design,1
"Alice, TX",education,1
"Alice, TX",human resources,2
"Alice, TX",management,1
"Alice, TX",marketing,1
"Alice, TX",other,4
"Alice, TX",production,1
"Alice, TX",sales,3
"Alice, TX",training,1
"Aliceville, AL",design,1
"Aliceville, AL",management,1
"Aliceville, AL",other,1
"Aliceville, AL",production,1
"Aliso Viejo, CA",administrative,6
"Aliso Viejo, CA",advertising,1
"Aliso Viejo, CA",analyst,1
"Aliso Viejo, CA",business development,1
"Aliso Viejo, CA",consulting,1
"Aliso Viejo, CA",customer service,4
"Aliso Viejo, CA",design,11
"Aliso Viejo, CA",education,18
"Aliso Viejo, CA",engineering,6
"Aliso Viejo, CA",finance,3
"Aliso Viejo, CA",information technology,2
"Aliso Viejo, CA",legal,3
"Aliso Viejo, CA",management,18
"Aliso Viejo, CA",manufacturing,4
"Aliso Viejo, CA",marketing,2
"Aliso Viejo, CA",other,19
"Aliso Viejo, CA",product management,1
"Aliso Viejo, CA",production,4
"Aliso Viejo, CA",project management,5
"Aliso Viejo, CA",purchasing,1
"Aliso Viejo, CA",research,3
"Aliso Viejo, CA",sales,7
"Aliso Viejo, CA",science,9
"Aliso Viejo, CA",training,14
"All Seasons Lake Park, OH",design,1
"All Seasons Lake Park, OH",engineering,1
"All Seasons Lake Park, OH",manufacturing,1
"All Seasons Lake Park, OH",other,1
"All Seasons Lake Park, OH",production,1
"All Seasons Lake Park, OH",sales,1
"All, MO",administrative,3
"All, MO",consulting,1
"All, MO",customer service,5
"All, MO",design,3
"All, MO",education,6
"All, MO",engineering,1
"All, MO",legal,7
"All, MO",management,3
"All, MO",marketing,1
"All, MO",other,7
"All, MO",project management,3
"All, MO",purchasing,3
"All, MO",research,2
"All, MO",sales,1
"All, MO",science,1
"All, MO",training,4
"Allegan, MI",administrative,1
"Allegan, MI",customer service,2
"Allegan, MI",design,2
"Allegan, MI",education,3
"Allegan, MI",legal,1
"Allegan, MI",other,4
"Allegan, MI",training,1
"Allegheny County, PA",administrative,1
"Allegheny County, PA",education,2
"Allegheny County, PA",legal,3
"Allegheny County, PA",management,3
"Allegheny County, PA",marketing,1
"Allegheny County, PA",other,3
"Allegheny County, PA",project management,1
"Allegheny County, PA",research,1
"Allegheny County, PA",training,2
"Allen Park, MI",customer service,3
"Allen Park, MI",design,5
"Allen Park, MI",distribution,1
"Allen Park, MI",education,3
"Allen Park, MI",engineering,3
"Allen Park, MI",finance,1
"Allen Park, MI",information technology,1
"Allen Park, MI",legal,2
"Allen Park, MI",management,6
"Allen Park, MI",manufacturing,2
"Allen Park, MI",marketing,1
"Allen Park, MI",other,8
"Allen Park, MI",quality assurance,1
"Allen Park, MI",sales,4
"Allen Park, MI",science,1
"Allen Park, MI",training,5
"Allen, NE",education,1
"Allen, NE",management,1
"Allen, NE",other,1
"Allen, NE",training,1
"Allen, OH",design,1
"Allen, OH",education,1
"Allen, OH",other,1
"Allen, OH",training,1
"Allen, TX",administrative,4
"Allen, TX",analyst,4
"Allen, TX",business development,1
"Allen, TX",consulting,1
"Allen, TX",customer service,21
"Allen, TX",design,12
"Allen, TX",distribution,3
"Allen, TX",education,22
"Allen, TX",engineering,3
"Allen, TX",finance,3
"Allen, TX",general business,1
"Allen, TX",human resources,5
"Allen, TX",information technology,2
"Allen, TX",legal,7
"Allen, TX",management,16
"Allen, TX",manufacturing,1
"Allen, TX",marketing,7
"Allen, TX",other,39
"Allen, TX",product management,2
"Allen, TX",project management,1
"Allen, TX",purchasing,2
"Allen, TX",research,12
"Allen, TX",sales,15
"Allen, TX",science,3
"Allen, TX",supply chain,2
"Allen, TX",training,23
"Allendale, MI",administrative,2
"Allendale, MI",customer service,1
"Allendale, MI",education,3
"Allendale, MI",manufacturing,1
"Allendale, MI",other,3
"Allendale, MI",training,2
"Allendale, NJ",design,1
"Allendale, NJ",management,1
"Allendale, NJ",manufacturing,1
"Allendale, NJ",other,1
"Allendale, NJ",training,1
"Allenstown, NH",customer service,1
"Allenstown, NH",management,1
"Allenstown, NH",other,1
"Allenstown, NH",sales,1
"Allentown, NJ",design,1
"Allentown, NJ",engineering,1
"Allentown, NJ",management,1
"Allentown, NJ",other,1
"Allentown, NJ",project management,1
"Allentown, NY",design,1
"Allentown, PA",administrative,3
"Allentown, PA",analyst,4
"Allentown, PA",business development,2
"Allentown, PA",consulting,5
"Allentown, PA",customer service,16
"Allentown, PA",design,16
"Allentown, PA",distribution,3
"Allentown, PA",education,20
"Allentown, PA",engineering,17
"Allentown, PA",finance,4
"Allentown, PA",health care provider,2
"Allentown, PA",human resources,4
"Allentown, PA",information technology,3
"Allentown, PA",legal,12
"Allentown, PA",management,33
"Allentown, PA",manufacturing,13
"Allentown, PA",marketing,7
"Allentown, PA",other,42
"Allentown, PA",production,13
"Allentown, PA",project management,6
"Allentown, PA",public relations,1
"Allentown, PA",purchasing,2
"Allentown, PA",quality assurance,3
"Allentown, PA",research,10
"Allentown, PA",sales,19
"Allentown, PA",science,6
"Allentown, PA",supply chain,4
"Allentown, PA",training,39
"Alliance, NE",customer service,3
"Alliance, NE",design,2
"Alliance, NE",distribution,2
"Alliance, NE",education,3
"Alliance, NE",engineering,1
"Alliance, NE",legal,1
"Alliance, NE",management,1
"Alliance, NE",manufacturing,2
"Alliance, NE",marketing,1
"Alliance, NE",other,5
"Alliance, NE",production,2
"Alliance, NE",sales,3
"Alliance, NE",training,3
"Alliance, OH",customer service,2
"Alliance, OH",education,1
"Alliance, OH",legal,1
"Alliance, OH",management,2
"Alliance, OH",other,3
"Alliance, OH",sales,3
"Alliance, OH",training,2
"Alliance, Texas, United States",design,1
"Alliance, Texas, United States",education,1
"Alliance, Texas, United States",other,1
"Allison Park, PA",customer service,1
"Alma, MI",customer service,1
"Alma, MI",design,2
"Alma, MI",distribution,1
"Alma, MI",education,4
"Alma, MI",health care provider,1
"Alma, MI",management,1
"Alma, MI",other,4
"Alma, MI",purchasing,1
"Alma, MI",quality assurance,1
"Alma, MI",training,4
"Alma, NE",administrative,1
"Alma, NE",design,2
"Alma, NE",education,3
"Alma, NE",health care provider,1
"Alma, NE",management,1
"Alma, NE",other,2
"Alma, NE",production,1
"Alma, NE",training,2
"Almont, CO",customer service,1
"Almont, CO",general business,1
"Almont, CO",management,1
"Almont, CO",marketing,1
"Almont, CO",other,1
"Almont, CO",sales,1
"Aloha, OR",customer service,2
"Aloha, OR",design,2
"Aloha, OR",education,1
"Aloha, OR",legal,1
"Aloha, OR",management,1
"Aloha, OR",manufacturing,1
"Aloha, OR",other,3
"Aloha, OR",production,1
"Aloha, OR",training,3
"Alpena, MI",analyst,1
"Alpena, MI",customer service,2
"Alpena, MI",design,1
"Alpena, MI",distribution,1
"Alpena, MI",education,6
"Alpena, MI",management,3
"Alpena, MI",other,7
"Alpena, MI",project management,1
"Alpena, MI",training,7
"Alpharetta, GA",administrative,6
"Alpharetta, GA",advertising,3
"Alpharetta, GA",analyst,21
"Alpharetta, GA",business development,3
"Alpharetta, GA",consulting,16
"Alpharetta, GA",customer service,24
"Alpharetta, GA",design,104
"Alpharetta, GA",distribution,6
"Alpharetta, GA",education,67
"Alpharetta, GA",engineering,62
"Alpharetta, GA",finance,22
"Alpharetta, GA",human resources,6
"Alpharetta, GA",information technology,11
"Alpharetta, GA",legal,27
"Alpharetta, GA",management,125
"Alpharetta, GA",manufacturing,9
"Alpharetta, GA",marketing,31
"Alpharetta, GA",other,132
"Alpharetta, GA",production,30
"Alpharetta, GA",project management,27
"Alpharetta, GA",purchasing,3
"Alpharetta, GA",quality assurance,3
"Alpharetta, GA",research,23
"Alpharetta, GA",sales,48
"Alpharetta, GA",science,48
"Alpharetta, GA",supply chain,3
"Alpharetta, GA",training,82
"Alpine, CA",management,2
"Alpine, CA",other,2
"Alpine, CA",product management,1
"Alpine, CA",project management,1
"Alpine, CA",sales,2
"Alsip, IL",administrative,1
"Alsip, IL",customer service,7
"Alsip, IL",design,9
"Alsip, IL",distribution,5
"Alsip, IL",education,9
"Alsip, IL",engineering,8
"Alsip, IL",finance,6
"Alsip, IL",human resources,1
"Alsip, IL",legal,6
"Alsip, IL",management,16
"Alsip, IL",manufacturing,28
"Alsip, IL",other,30
"Alsip, IL",production,7
"Alsip, IL",project management,6
"Alsip, IL",purchasing,11
"Alsip, IL",quality assurance,5
"Alsip, IL",sales,6
"Alsip, IL",science,11
"Alsip, IL",supply chain,2
"Alsip, IL",training,5
"Altadena, CA",analyst,1
"Altadena, CA",customer service,1
"Altadena, CA",design,2
"Altadena, CA",education,1
"Altadena, CA",management,2
"Altadena, CA",other,2
"Altadena, CA",training,2
"Altamonte Springs, FL",customer service,7
"Altamonte Springs, FL",design,7
"Altamonte Springs, FL",distribution,2
"Altamonte Springs, FL",education,10
"Altamonte Springs, FL",engineering,1
"Altamonte Springs, FL",finance,1
"Altamonte Springs, FL",human resources,2
"Altamonte Springs, FL",legal,3
"Altamonte Springs, FL",management,8
"Altamonte Springs, FL",marketing,3
"Altamonte Springs, FL",other,15
"Altamonte Springs, FL",production,4
"Altamonte Springs, FL",project management,1
"Altamonte Springs, FL",public relations,1
"Altamonte Springs, FL",quality assurance,1
"Altamonte Springs, FL",research,4
"Altamonte Springs, FL",sales,4
"Altamonte Springs, FL",science,1
"Altamonte Springs, FL",training,14
"Altavista, VA",education,1
"Altavista, VA",general business,1
"Altavista, VA",manufacturing,1
"Altavista, VA",other,1
"Altavista, VA",production,1
"Altavista, VA",purchasing,1
"Altavista, VA",science,1
"Altavista, VA",training,1
"Alton, IL",customer service,3
"Alton, IL",design,2
"Alton, IL",education,4
"Alton, IL",legal,1
"Alton, IL",management,3
"Alton, IL",other,6
"Alton, IL",science,2
"Alton, IL",training,4
"Alton, TX",customer service,1
"Alton, TX",education,1
"Alton, TX",management,1
"Alton, TX",other,1
"Alton, VA",other,1
"Altoona, IA",administrative,2
"Altoona, IA",customer service,11
"Altoona, IA",design,4
"Altoona, IA",education,6
"Altoona, IA",human resources,1
"Altoona, IA",legal,4
"Altoona, IA",management,10
"Altoona, IA",marketing,1
"Altoona, IA",other,15
"Altoona, IA",sales,8
"Altoona, IA",training,6
"Altoona, PA",administrative,1
"Altoona, PA",consulting,2
"Altoona, PA",customer service,2
"Altoona, PA",design,1
"Altoona, PA",distribution,1
"Altoona, PA",education,9
"Altoona, PA",engineering,1
"Altoona, PA",finance,2
"Altoona, PA",health care provider,1
"Altoona, PA",human resources,2
"Altoona, PA",management,7
"Altoona, PA",marketing,4
"Altoona, PA",other,15
"Altoona, PA",production,2
"Altoona, PA",sales,7
"Altoona, PA",science,1
"Altoona, PA",training,11
"Altoona, WI",customer service,1
"Altoona, WI",design,1
"Altoona, WI",education,2
"Altoona, WI",finance,1
"Altoona, WI",management,1
"Altoona, WI",other,2
"Altoona, WI",purchasing,1
"Altoona, WI",supply chain,1
"Altoona, WI",training,1
"Alvarado, TX",customer service,2
"Alvarado, TX",design,1
"Alvarado, TX",distribution,1
"Alvarado, TX",education,2
"Alvarado, TX",engineering,2
"Alvarado, TX",finance,1
"Alvarado, TX",general business,1
"Alvarado, TX",human resources,2
"Alvarado, TX",legal,2
"Alvarado, TX",management,4
"Alvarado, TX",manufacturing,4
"Alvarado, TX",other,8
"Alvarado, TX",product management,1
"Alvarado, TX",production,2
"Alvarado, TX",project management,1
"Alvarado, TX",purchasing,1
"Alvarado, TX",research,1
"Alvarado, TX",sales,4
"Alvarado, TX",supply chain,1
"Alvarado, TX",training,3
"Alvin, TX",administrative,1
"Alvin, TX",consulting,1
"Alvin, TX",design,1
"Alvin, TX",education,1
"Alvin, TX",engineering,1
"Alvin, TX",other,3
"Alvin, TX",production,1
"Amador County, CA",analyst,1
"Amador County, CA",education,3
"Amador County, CA",legal,3
"Amador County, CA",management,3
"Amador County, CA",other,3
"Amador County, CA",training,3
"Amarillo, TX",administrative,3
"Amarillo, TX",analyst,1
"Amarillo, TX",consulting,5
"Amarillo, TX",customer service,14
"Amarillo, TX",design,14
"Amarillo, TX",distribution,7
"Amarillo, TX",education,6
"Amarillo, TX",engineering,8
"Amarillo, TX",finance,3
"Amarillo, TX",human resources,2
"Amarillo, TX",information technology,1
"Amarillo, TX",legal,4
"Amarillo, TX",management,22
"Amarillo, TX",manufacturing,5
"Amarillo, TX",marketing,3
"Amarillo, TX",other,25
"Amarillo, TX",production,7
"Amarillo, TX",project management,3
"Amarillo, TX",public relations,1
"Amarillo, TX",purchasing,2
"Amarillo, TX",quality assurance,1
"Amarillo, TX",research,1
"Amarillo, TX",sales,12
"Amarillo, TX",science,5
"Amarillo, TX",supply chain,3
"Amarillo, TX",training,21
"Amarillo, Texas, United States",customer service,1
"Amarillo, Texas, United States",education,1
"Amarillo, Texas, United States",management,1
"Amarillo, Texas, United States",other,1
"Amarillo, Texas, United States",training,1
"Ambler, PA",customer service,1
"Ambler, PA",design,1
"Ambler, PA",education,1
"Ambler, PA",finance,1
"Ambler, PA",human resources,2
"Ambler, PA",legal,1
"Ambler, PA",management,5
"Ambler, PA",marketing,3
"Ambler, PA",other,4
"Ambler, PA",product management,1
"Ambler, PA",production,1
"Ambler, PA",project management,3
"Ambler, PA",sales,2
"Ambler, PA",training,2
"Amboy, IL",administrative,1
"Amboy, IL",education,1
"Amboy, IL",management,1
"Amboy, IL",other,1
"Amboy, IL",training,1
"Ambridge, PA",analyst,1
"Ambridge, PA",management,1
"Ambridge, PA",other,1
"Ambridge, PA",project management,1
"Ambridge, PA",supply chain,1
"Amelia City, FL",legal,1
"Amelia City, FL",management,1
"Amelia City, FL",other,1
"Amelia, OH",design,1
"Amelia, OH",training,1
"American Canyon, CA",business development,1
"American Canyon, CA",design,2
"American Canyon, CA",education,4
"American Canyon, CA",engineering,2
"American Canyon, CA",legal,1
"American Canyon, CA",management,4
"American Canyon, CA",manufacturing,3
"American Canyon, CA",other,5
"American Canyon, CA",production,4
"American Canyon, CA",project management,1
"American Canyon, CA",research,1
"American Canyon, CA",science,1
"American Canyon, CA",training,3
"American Falls, ID",design,1
"American Falls, ID",other,1
"American Falls, ID",training,1
"American Fork, UT",administrative,1
"American Fork, UT",business development,2
"American Fork, UT",customer service,4
"American Fork, UT",design,4
"American Fork, UT",distribution,2
"American Fork, UT",education,6
"American Fork, UT",engineering,1
"American Fork, UT",finance,1
"American Fork, UT",information technology,1
"American Fork, UT",legal,1
"American Fork, UT",management,8
"American Fork, UT",manufacturing,2
"American Fork, UT",marketing,1
"American Fork, UT",other,9
"American Fork, UT",production,1
"American Fork, UT",project management,1
"American Fork, UT",purchasing,1
"American Fork, UT",research,1
"American Fork, UT",sales,5
"American Fork, UT",science,3
"American Fork, UT",supply chain,1
"American Fork, UT",training,6
"Americus, GA",design,1
"Americus, GA",education,1
"Amery, WI",customer service,2
"Amery, WI",education,1
"Amery, WI",management,1
"Amery, WI",other,1
"Amery, WI",purchasing,1
"Amery, WI",sales,1
"Ames, IA",administrative,2
"Ames, IA",business development,2
"Ames, IA",customer service,7
"Ames, IA",design,1
"Ames, IA",education,12
"Ames, IA",human resources,1
"Ames, IA",legal,5
"Ames, IA",management,10
"Ames, IA",other,17
"Ames, IA",production,2
"Ames, IA",project management,2
"Ames, IA",quality assurance,1
"Ames, IA",research,4
"Ames, IA",sales,11
"Ames, IA",training,7
"Amesbury, MA",administrative,1
